x;ulamek; double;float
42;1,4E-14;1,4E-14;8,66279E-06
42;0;2,8E-14;5,6288E-06
42;7E-15;7E-15;7,04042E-07
42;1,4E-14;0;8,83395E-06
42;0;1,4E-14;3,86717E-06
42;0;1,4E-14;1,7366E-05
42;0;0;3,67341E-06
42;1,4E-14;1,4E-14;1,45027E-05
42;0;0;7,74911E-06
42;0;0;1,21005E-05
42;0;0;1,61446E-06
42;7E-15;7E-15;2,42203E-08
42;0;1,4E-14;7,72097E-06
42;0;0;9,23924E-06
42;0;0;3,9606E-06
42;0;1,4E-14;8,74353E-06
42;0;0;1,09799E-06
42;0;4,3E-14;1,85802E-05
42;1,4E-14;2,8E-14;9,04225E-07
42;1,4E-14;1,4E-14;1,03178E-06
42;0;1,4E-14;3,56577E-06
42;1,4E-14;4,3E-14;6,05023E-06
42;0;0;4,84291E-06
42;0;1,4E-14;2,31223E-06
42;0;2,8E-14;9,68812E-06
42;1,4E-14;0;1,30261E-05
42;1,4E-14;0;2,99324E-06
42;1,4E-14;1,4E-14;1,29521E-06
42;0;1,4E-14;3,62889E-06
42;2,8E-14;2,8E-14;3,14864E-06
42;1,4E-14;0;2,78695E-06
42;0;0;2,6873E-07
42;0;1,4E-14;5,36076E-06
43;0;1,4E-14;7,92004E-06
43;2,8E-14;0;5,66678E-07
43;0;1,4E-14;1,26105E-05
43;0;0;4,52381E-06
43;7E-15;7E-15;2,12654E-06
43;0;0;1,29175E-07
43;0;0;3,19593E-06
43;1,4E-14;1,4E-14;3,56577E-06
43;1,4E-14;0;5,00092E-06
43;7E-15;7E-15;2,5143E-06
43;0;0;5,93666E-06
43;1,4E-14;0;4,71112E-06
43;1,4E-14;0;1,9134E-06
43;1,4E-14;1,4E-14;1,43015E-06
43;7E-15;1,4E-14;2,18559E-06
43;0;1,4E-14;4,66644E-06
43;0;0;6,78168E-08
43;0;0;1,21794E-06
43;0;0;2,99524E-06
43;1,4E-14;1,4E-14;1,77077E-06
43;0;1,4E-14;4,82484E-07
43;1,4E-14;2,1E-14;7,46523E-06
43;0;1,4E-14;1,87304E-06
43;0;0;1,04955E-06
43;1,4E-14;1,4E-14;1,99575E-06
43;0;1,4E-14;2,65616E-06
43;0;0;1,73579E-06
43;0;0;1,32081E-06
43;0;0;1,16949E-06
43;0;0;2,10717E-06
43;1,4E-14;0;2,53506E-06
43;7E-15;7E-15;2,9543E-06
43;0;2,8E-14;1,37248E-06
43;7E-15;7E-15;2,75073E-07
43;0;0;5,74529E-06
43;0;0;5,01591E-06
43;0;0;2,32246E-06
43;1,4E-14;0;3,69494E-06
43;0;0;1,55817E-06
43;1,4E-14;1,4E-14;1,36118E-05
43;0;1,4E-14;4,2414E-06
43;0;7E-15;1,30386E-06
43;0;0;1,11397E-05
44;0;1,4E-14;7,72089E-06
44;0;0;9,91418E-06
44;1,4E-14;1,4E-14;2,56009E-05
44;0;0;1,89979E-05
44;2,8E-14;2,8E-14;1,51619E-05
44;2,8E-14;2,8E-14;9,25215E-06
44;2,8E-14;2,8E-14;2,20566E-05
44;0;1,4E-14;1,6557E-05
44;0;1,4E-14;5,66755E-06
44;0;2,8E-14;2,59695E-05
44;1,4E-14;2,8E-14;2,63032E-06
44;0;1,4E-14;8,84848E-06
44;0;2,8E-14;2,58425E-05
44;2,8E-14;2,8E-14;2,13042E-05
44;0;0;1,01187E-05
44;0;2,8E-14;6,86242E-06
44;0;2,8E-14;3,63305E-06
44;0;2,8E-14;1,88918E-06
44;0;2,8E-14;2,5512E-06
44;0;2,8E-14;4,35965E-06
44;1,4E-14;0;6,1681E-06
44;0;0;7,76664E-06
44;1,4E-14;0;7,4873E-06
44;2,8E-14;2,8E-14;6,0989E-06
44;0;0;1,21102E-07
44;0;0;4,83114E-06
44;0;0;5,61104E-06
44;1,4E-14;1,4E-14;5,47379E-06
44;1,4E-14;1,4E-14;2,51084E-06
44;2,8E-14;0;1,47905E-05
44;0;0;3,60075E-06
44;0;0;2,27671E-06
44;0;2,8E-14;4,53727E-06
44;1,4E-14;1,4E-14;2,84185E-06
44;0;5,7E-14;8,73545E-06
44;0;5,7E-14;1,45322E-05
44;0;0;2,83862E-06
44;1,4E-14;0;1,79392E-06
44;0;0;6,00663E-06
44;0;0;9,21017E-06
44;0;2,8E-14;5,70953E-06
44;2,8E-14;0;4,11745E-06
44;0;1,4E-14;1,88918E-06
44;2,8E-14;2,8E-14;1,89532E-05
45;0;1,4E-14;1,13674E-05
45;0;2,8E-14;1,12904E-05
45;0;2,8E-14;4,83022E-06
45;1,4E-14;0;7,4587E-06
45;0;0;3,63305E-06
45;0;2,8E-14;1,08023E-05
45;0;2,8E-14;1,45322E-07
45;0;1,4E-14;7,38142E-07
45;0;0;2,68038E-06
45;0;1,4E-14;5,75959E-06
45;2,8E-14;2,8E-14;1,59162E-06
45;1,4E-14;0;6,78791E-06
45;2,8E-14;5,7E-14;9,59124E-06
45;2,8E-14;2,8E-14;4,47268E-06
45;2,8E-14;5,7E-14;1,33911E-05
45;1,4E-14;2,8E-14;5,26273E-06
45;2,8E-14;1,4E-14;4,96193E-06
45;0;0;1,48616E-05
45;1,4E-14;1,4E-14;5,31232E-07
45;0;1,4E-14;1,15219E-06
45;1,4E-14;0;6,41999E-06
45;0;1,4E-14;1,53395E-07
45;1,4E-14;1,4E-14;1,15785E-05
45;1,4E-14;2,8E-14;1,76275E-05
45;1,4E-14;1,4E-14;3,82104E-06
45;0;0;1,0961E-05
45;0;0;1,82395E-05
45;2,8E-14;2,8E-14;1,09024E-05
45;2,8E-14;2,8E-14;1,25946E-06
45;1,4E-14;2,8E-14;1,26484E-06
45;2,8E-14;2,8E-14;1,17226E-05
45;1,4E-14;1,4E-14;1,18679E-06
45;0;0;4,52112E-07
45;0;5,7E-14;2,49792E-05
45;2,8E-14;0;1,49843E-05
45;0;1,4E-14;3,18362E-06
45;0;2,8E-14;6,55886E-06
45;0;0;3,83004E-05
45;0;0;1,16984E-05
45;2,8E-14;2,8E-14;3,76222E-06
45;0;0;5,84517E-06
45;2,8E-14;0;5,03782E-07
45;0;0;2,19597E-06
45;0;0;4,26277E-06
45;0;1,4E-14;1,45322E-07
46;0;1,4E-14;9,12067E-06
46;0;1,4E-14;5,52569E-06
46;0;0;8,04383E-06
46;0;0;3,48234E-06
46;7E-15;1,4E-14;3,7305E-06
46;1,4E-14;0;7,58903E-08
46;1,4E-14;2,8E-14;1,7923E-05
46;1,4E-14;0;3,3747E-06
46;1,4E-14;1,4E-14;9,72849E-06
46;0;0;3,97559E-06
46;1,4E-14;2,8E-14;3,90178E-06
46;1,4E-14;2,8E-14;8,95459E-06
46;0;0;7,51368E-06
46;0;1,4E-14;2,66423E-07
46;0;0;9,41132E-06
46;7E-15;7E-15;6,00471E-06
46;0;0;2,37936E-06
46;0;1,4E-14;1,21505E-05
46;0;7E-15;7,112E-06
46;0;2,8E-14;2,20136E-06
46;0;0;5,97434E-06
46;0;0;5,95281E-06
46;0;1,4E-14;9,76885E-07
46;2,8E-14;0;2,31823E-07
46;0;2,8E-14;5,701E-06
46;1,4E-14;2,8E-14;1,87627E-05
46;7E-15;7E-15;3,6936E-06
46;7E-15;7E-15;2,72305E-06
46;0;0;2,95811E-06
46;7E-15;1,4E-14;4,63923E-06
46;7E-15;7E-15;7,39757E-07
46;1,4E-14;0;5,42996E-06
46;0;1,4E-14;4,14436E-06
46;7E-15;0;2,83931E-06
46;0;1,4E-14;2,48662E-06
46;0;2,8E-14;2,05065E-07
46;0;0;8,30756E-06
46;1,4E-14;0;6,10352E-07
46;0;7E-15;3,21784E-06
46;0;1,4E-14;6,18425E-06
46;7E-15;7E-15;7,44563E-07
46;1,4E-14;2,8E-14;9,61661E-06
46;0;0;1,39267E-06
46;7E-15;7E-15;1,86612E-06
46;2,8E-14;0;1,3947E-05
46;0;1,4E-14;4,33659E-06
47;0;2,8E-14;3,45005E-06
47;2,8E-14;2,8E-14;9,42977E-06
47;0;2,8E-14;5,27518E-06
47;1,4E-14;1,4E-14;6,13581E-07
47;1,4E-14;1,4E-14;1,6628E-05
47;0;2,8E-14;1,71157E-05
47;1,4E-14;1,4E-14;1,07124E-05
47;0;0;5,58682E-06
47;0;1,4E-14;6,6775E-06
47;2,8E-14;2,8E-14;4,31121E-06
47;2,8E-14;2,8E-14;3,2832E-07
47;0;0;3,7999E-07
47;1,4E-14;2,8E-14;8,03883E-07
47;0;1,4E-14;1,16015E-05
47;1,4E-14;1,4E-14;7,04165E-06
47;2,8E-14;5,7E-14;8,19569E-06
47;2,8E-14;0;1,5744E-05
47;1,4E-14;0;1,4358E-05
47;0;2,8E-14;1,774E-05
47;2,8E-14;5,7E-14;1,84882E-05
47;0;0;6,51849E-06
47;2,8E-14;0;6,78168E-07
47;0;2,8E-14;1,46161E-05
47;2,8E-14;0;5,91391E-06
47;0;2,8E-14;4,85859E-05
47;2,8E-14;0;1,1981E-05
47;0;0;1,12121E-05
47;0;2,8E-14;9,35442E-06
47;1,4E-14;0;7,40334E-06
47;2,8E-14;0;5,167E-07
47;1,4E-14;1,4E-14;9,22955E-06
47;1,4E-14;2,8E-14;2,0668E-06
47;0;0;1,38217E-05
47;2,8E-14;5,7E-14;2,66677E-05
47;1,4E-14;0;4,10938E-06
47;2,8E-14;0;2,34937E-05
47;2,8E-14;2,8E-14;1,23685E-05
47;0;1,4E-14;3,09212E-06
47;2,8E-14;0;2,85261E-05
47;1,4E-14;0;1,0665E-05
47;0;2,8E-14;1,59316E-05
47;1,4E-14;1,4E-14;2,85115E-06
47;0;0;1,08615E-05
47;1,4E-14;0;1,42069E-06
47;2,8E-14;0;1,58401E-05
47;0;2,8E-14;5,03206E-06
47;1,4E-14;1,4E-14;4,00173E-06
48;2,8E-14;2,8E-14;7,68591E-06
48;0;4,3E-14;2,31977E-05
48;0;0;1,08911E-05
48;1,4E-14;2,8E-14;2,51407E-06
48;1,4E-14;2,8E-14;6,97545E-07
48;1,4E-14;1,4E-14;1,43869E-06
48;0;1,4E-14;1,01402E-05
48;0;0;5,00937E-06
48;2,8E-14;2,8E-14;1,86266E-05
48;0;5,7E-14;1,60777E-05
48;0;0;1,04147E-05
48;2,8E-14;2,8E-14;9,34365E-06
48;1,4E-14;0;8,5094E-07
48;1,4E-14;4,3E-14;1,35569E-05
48;0;1,4E-14;7,88774E-06
48;0;1,4E-14;2,69168E-06
48;0;1,4E-14;3,45005E-06
48;0;0;2,34014E-06
48;0;2,8E-14;2,35335E-05
48;0;0;1,32773E-05
48;0;0;5,08626E-06
48;1,4E-14;0;7,43563E-06
48;1,4E-14;4,3E-14;7,06264E-06
48;0;0;1,81491E-05
48;1,4E-14;1,4E-14;3,99258E-06
48;0;0;4,1905E-07
48;0;1,4E-14;6,87464E-06
48;0;0;2,49523E-05
48;0;0;6,37532E-06
48;2,8E-14;2,8E-14;5,69823E-06
48;0;0;1,68389E-07
48;0;0;5,9259E-06
48;1,4E-14;2,8E-14;2,98217E-06
48;1,4E-14;1,4E-14;6,22808E-06
48;2,8E-14;0;7,58903E-06
48;0;0;1,39886E-05
48;0;1,4E-14;4,52112E-06
48;0;0;1,25946E-06
48;2,8E-14;2,8E-14;1,00272E-05
48;0;0;1,08168E-05
48;0;0;6,23538E-06
48;1,4E-14;1,4E-14;1,37302E-06
48;1,4E-14;2,8E-14;1,04955E-05
48;1,4E-14;1,4E-14;1,65344E-05
48;1,4E-14;1,4E-14;1,84882E-06
48;2,8E-14;5,7E-14;4,64122E-06
48;0;1,4E-14;2,5835E-07
48;0;0;2,73151E-06
49;1,4E-14;1,4E-14;1,693E-05
49;0;0;9,36841E-06
49;1,4E-14;0;1,38459E-05
49;1,4E-14;1,4E-14;1,01214E-05
49;0;0;5,4092E-07
49;1,4E-14;0;2,54129E-06
49;1,4E-14;1,4E-14;6,78999E-06
49;1,4E-14;1,4E-14;1,52943E-05
49;1,4E-14;2,8E-14;1,13835E-05
49;0;0;1,52431E-05
49;0;1,4E-14;7,08963E-06
49;0;0;1,21323E-05
49;0;1,4E-14;3,45651E-06
49;2,8E-14;2,8E-14;2,45432E-05
49;0;1,4E-14;8,15363E-06
49;1,4E-14;2,8E-14;2,05487E-05
49;0;0;5,02975E-06
49;2,8E-14;0;4,62662E-06
49;1,4E-14;0;2,9272E-06
49;0;1,4E-14;1,58934E-05
49;0;0;3,41698E-06
49;1,4E-14;0;1,02936E-05
49;0;1,4E-14;1,27053E-05
49;2,8E-14;5,7E-14;8,24644E-06
49;1,4E-14;1,4E-14;1,50247E-05
49;0;0;9,94186E-07
49;0;2,8E-14;6,94223E-06
49;0;1,4E-14;5,36214E-06
49;2,8E-14;1,4E-14;1,66474E-06
49;0;1,4E-14;5,23966E-06
49;1,4E-14;1,4E-14;2,1766E-06
49;0;5,7E-14;3,67226E-06
49;0;0;1,86739E-05
49;0;1,4E-14;5,66755E-06
49;0;1,4E-14;7,83392E-06
49;1,4E-14;0;6,29497E-06
49;1,4E-14;1,4E-14;1,47744E-06
49;1,4E-14;2,8E-14;5,38821E-06
49;2,8E-14;2,8E-14;1,85689E-06
49;0;0;1,80199E-06
49;1,4E-14;2,8E-14;1,53557E-06
49;0;1,4E-14;5,62718E-06
49;1,4E-14;2,8E-14;4,03749E-06
49;0;0;1,7374E-06
49;0;0;1,80495E-05
49;0;0;1,27745E-05
49;2,8E-14;0;2,03063E-05
49;1,4E-14;0;4,53727E-06
49;2,8E-14;1,4E-14;1,12705E-06
50;2,8E-14;2,8E-14;1,55268E-05
50;0;1,4E-14;3,66303E-06
50;1,4E-14;2,8E-14;1,40478E-06
50;2,8E-14;5,7E-14;1,14239E-05
50;2,8E-14;8,5E-14;3,13249E-05
50;2,8E-14;2,8E-14;9,33289E-06
50;0;1,4E-14;1,64375E-05
50;0;2,8E-14;2,29447E-05
50;2,8E-14;2,8E-14;1,25853E-05
50;0;2,8E-14;2,69733E-05
50;0;2,8E-14;9,68812E-06
50;0;0;1,90764E-06
50;0;2,8E-14;1,08715E-05
50;0;1,4E-14;9,4217E-06
50;0;2,8E-14;4,53727E-06
50;0;0;3,93984E-06
50;0;5,7E-14;3,01031E-05
50;0;1,4E-14;9,37326E-06
50;2,8E-14;1,4E-14;3,92369E-06
50;2,8E-14;2,8E-14;3,97328E-06
50;1,4E-14;2,8E-14;1,01056E-05
50;1,4E-14;1,4E-14;2,3609E-05
50;2,8E-14;1,4E-14;1,93009E-06
50;0;0;1,96323E-05
50;0;0;1,95458E-05
50;0;5,7E-14;2,48662E-06
50;1,4E-14;1,4E-14;7,7505E-06
50;0;1,4E-14;4,62492E-07
50;0;5,7E-14;1,49089E-06
50;0;0;8,55784E-06
50;0;1,4E-14;2,89298E-06
50;1,4E-14;0;1,84536E-07
50;2,8E-14;0;1,70903E-05
50;0;2,8E-14;3,90754E-06
50;0;5,7E-14;4,10592E-07
50;0;2,8E-14;1,14643E-05
50;0;1,4E-14;2,19321E-06
50;0;0;1,32866E-05
50;2,8E-14;2,8E-14;2,64809E-06
50;2,8E-14;1,4E-14;3,5673E-06
50;0;2,8E-14;2,36667E-06
50;2,8E-14;5,7E-14;1,7231E-06
50;1,4E-14;1,4E-14;1,03571E-05
50;1,4E-14;1,4E-14;1,08345E-05
50;1,4E-14;0;9,88188E-07
50;0;0;2,03451E-05
50;0;2,8E-14;1,05208E-05
50;0;0;5,52684E-06
50;1,4E-14;2,8E-14;8,59175E-06
50;1,4E-14;1,4E-14;9,80922E-06
